"","location","species","time"
"7878","SO14","Species 17",1
"7880","SK66","Species 17",2
"7883","NX67","Species 17",1
"7885","SK71","Species 17",2
"7886","SU26","Species 34",2
"7888","TL52","Species 17",2
"7890","SH87","Species 17",1
"7891","NY86","Species 34",1
"7898","SX79","Species 31",2
"7900","SP27","Species 34",1
"7901","SX16","Species 31",1
"7902","SU91","Species 31",1
"7905","SX19","Species 31",2
"7906","SU63","Species 31",2
"7911","SS87","Species 31",1
"7915","SW71","Species 31",1
"7917","SP37","Species 34",1
"7920","SU71","Species 31",2
"7921","SU30","Species 31",2
"7936","TL22","Species 42",1
"7938","SO53","Species 42",1
"7939","NN72","Species 42",1
"7940","ST21","Species 34",1
"7941","NH64","Species 42",2
"7942","ST48","Species 42",1
"7945","SK39","Species 42",1
"7946","NH96","Species 42",1
"7947","SU78","Species 34",1
"7950","SN54","Species 42",1
"7951","SO05","Species 42",1
"7952","SN54","Species 42",2
"7953","SO53","Species 34",1
"7954","ST59","Species 42",1
"7956","SN90","Species 42",1
"7957","SE20","Species 42",1
"7959","SE30","Species 42",1
"7963","TQ15","Species 42",2
"7964","SS79","Species 42",1
"7965","SN54","Species 42",2
"7966","SN62","Species 42",2
"7967","NH33","Species 18",1
"7971","SZ08","Species 42",2
"7972","SU82","Species 42",2
"7977","ST48","Species 42",2
"7979","TQ42","Species 42",1
"7980","SU56","Species 34",1
"7985","SE71","Species 42",1
"7986","SU66","Species 34",2
"7992","TG30","Species 42",2
"7995","NZ02","Species 42",1
"7996","TQ15","Species 42",1
"8003","SK01","Species 42",1
"8004","SE30","Species 42",2
"8005","SY88","Species 42",2
"8006","SU12","Species 42",2
"8007","SD38","Species 42",1
"8010","SE71","Species 42",1
"8015","SU26","Species 42",2
"8016","NZ25","Species 42",1
"8018","TL77","Species 42",1
"8020","NZ25","Species 42",1
"8021","SE89","Species 42",1
"8022","SU41","Species 42",1
"8023","SN12","Species 42",1
"8024","SE70","Species 42",1
"8028","SP51","Species 34",1
"8029","TQ15","Species 42",2
"8032","ST91","Species 42",1
"8034","TQ35","Species 34",2
"8035","SO37","Species 42",1
"8039","SN31","Species 42",2
"8040","NO49","Species 18",2
"8043","TQ53","Species 42",1
"8044","TM45","Species 42",2
"8047","SS69","Species 42",2
"8048","SD19","Species 42",1
"8052","NZ25","Species 42",1
"8054","TG30","Species 42",2
"8055","TF16","Species 42",2
"8058","SP37","Species 34",1
"8065","NZ03","Species 42",1
"8066","SU93","Species 42",2
"8068","SJ72","Species 42",2
"8074","SN62","Species 42",2
"8075","TF16","Species 42",2
"8077","SD48","Species 42",1
"8079","NY06","Species 42",1
"8080","SO88","Species 42",1
"8083","SO00","Species 42",1
"8085","TL79","Species 42",2
"8086","SK64","Species 42",2
"8087","SN74","Species 42",2
"8088","SU96","Species 42",1
"8090","NR67","Species 42",1
"8097","NZ15","Species 42",1
"8098","SO77","Species 42",1
"8100","SJ56","Species 42",1
"8101","SJ91","Species 42",1
"8103","TQ55","Species 42",1
"8105","SU01","Species 42",2
"8106","NJ36","Species 42",1
"8111","SK80","Species 34",2
"8113","SO41","Species 42",1
"8117","TQ94","Species 42",1
"8119","NJ03","Species 42",2
"8120","ST38","Species 42",1
"8121","SY69","Species 42",2
"8122","SK39","Species 42",1
"8125","SE90","Species 42",1
"8126","TL57","Species 42",2
"8128","SN73","Species 42",2
"8129","NZ25","Species 42",1
"8132","SU56","Species 34",1
"8136","SS79","Species 42",2
"8137","SX46","Species 42",1
"8140","SJ43","Species 42",1
"8141","SN14","Species 42",1
"8142","SS69","Species 42",1
"8143","TG31","Species 42",1
"8151","ST25","Species 42",1
"8152","TG30","Species 42",2
"8153","SP27","Species 34",1
"8155","SO06","Species 42",2
"8158","TL78","Species 42",1
"8159","ST44","Species 42",1
"8160","SU83","Species 34",1
"8161","SS59","Species 42",1
"8162","SU47","Species 42",2
"8163","SU94","Species 42",2
"8164","SW72","Species 42",1
"8165","SU76","Species 42",2
"8166","SE71","Species 42",1
"8176","SE71","Species 42",1
"8179","NC60","Species 42",1
"8180","SU26","Species 42",2
"8181","SK67","Species 42",1
"8182","SD39","Species 42",2
"8184","TR26","Species 42",1
"8186","SE74","Species 42",1
"8189","SN76","Species 42",1
"8191","SU42","Species 42",2
"8193","SN55","Species 42",1
"8194","TQ15","Species 42",2
"8195","TR26","Species 42",1
"8196","NS04","Species 42",1
"8197","SE51","Species 42",2
"8198","ST81","Species 42",2
"8200","SE70","Species 42",2
"8201","SE63","Species 42",2
"8202","TR16","Species 42",1
"8205","SJ43","Species 42",2
"8206","TQ14","Species 42",1
"8207","SH52","Species 42",1
"8210","SK89","Species 42",1
"8212","SY79","Species 42",2
"8215","NR78","Species 42",1
"8216","SK02","Species 42",2
"8217","SU66","Species 42",2
"8218","NT43","Species 42",2
"8220","SO00","Species 42",1
"8223","TL88","Species 42",1
"8226","SS64","Species 42",2
"8227","TF16","Species 42",2
"8228","SN61","Species 42",1
"8230","SE70","Species 42",1
"8233","TQ16","Species 42",1
"8234","NN55","Species 42",1
"8235","SO77","Species 42",2
"8238","NN50","Species 42",2
"8239","NT67","Species 42",1
"8240","SX16","Species 42",1
"8242","TQ34","Species 42",2
"8244","SS58","Species 42",1
"8246","SO26","Species 42",1
"8247","SN30","Species 42",2
"8250","SE58","Species 34",2
"8251","ST44","Species 42",1
"8253","SU42","Species 42",2
"8254","SO00","Species 42",1
"8255","ST58","Species 42",2
"8256","ST44","Species 42",1
"8264","TQ06","Species 42",1
"8265","SO77","Species 42",1
"8268","SU82","Species 42",1
"8269","NH80","Species 42",2
"8270","SE71","Species 42",2
"8275","SS59","Species 42",2
"8278","NH55","Species 42",1
"8279","SE63","Species 42",2
"8283","SJ56","Species 42",1
"8290","SN55","Species 42",1
"8292","NS30","Species 42",1
"8294","SH52","Species 42",1
"8295","SU42","Species 34",2
"8300","TQ58","Species 19",1
"8305","TQ34","Species 34",1
"8309","SP31","Species 19",1
"8312","SP22","Species 19",1
"8313","TR16","Species 19",1
"8314","SU67","Species 19",2
"8318","SO77","Species 34",1
"8320","SU20","Species 19",2
"8326","SJ12","Species 34",2
"8332","TR16","Species 19",1
"8336","SP41","Species 19",1
"8340","SU93","Species 19",1
"8357","TQ58","Species 19",1
"8360","SU97","Species 19",1
"8363","TG30","Species 22",1
"8365","ST71","Species 22",2
"8366","SO30","Species 34",2
"8367","SJ23","Species 22",2
"8371","SO30","Species 22",2
"8373","SP17","Species 22",1
"8374","TL27","Species 22",2
"8382","SU82","Species 22",1
"8383","SU30","Species 22",1
"8386","SU30","Species 22",1
"8388","TQ15","Species 34",2
"8401","SP31","Species 22",1
"8410","SU84","Species 22",1
"8417","SU97","Species 22",1
"8421","SO91","Species 22",1
"8426","SP74","Species 22",1
"8433","SU66","Species 22",2
"8438","ST50","Species 34",1
"8440","SU20","Species 22",2
"8458","SP37","Species 34",1
"8465","ST12","Species 34",1
"8469","TL57","Species 45",1
"8472","TL56","Species 45",2
"8473","SX78","Species 34",2
"8475","TL56","Species 45",2
"8478","TL57","Species 45",2
"8500","SE34","Species 34",2
"8504","TQ42","Species 51",2
"8511","SO90","Species 34",2
"8512","TR14","Species 51",1
"8517","TQ93","Species 51",1
"8520","SJ23","Species 39",2
"8521","SS21","Species 39",1
"8522","SN79","Species 39",1
"8524","SO37","Species 39",1
"8526","SN68","Species 39",1
"8527","SO05","Species 39",1
"8528","SN69","Species 39",1
"8529","SJ20","Species 39",1
"8534","SO14","Species 39",2
"8536","SX78","Species 39",2
"8537","SS64","Species 39",1
"8538","SH61","Species 39",2
"8541","SN79","Species 39",1
"8542","NO49","Species 39",1
"8543","ST70","Species 39",2
"8546","ST50","Species 39",1
"8548","SN62","Species 39",1
"8550","NZ02","Species 39",1
"8555","SH92","Species 39",2
"8558","SU60","Species 39",2
"8559","SU44","Species 39",2
"8560","SO36","Species 39",1
"8562","SO34","Species 39",1
"8563","SN69","Species 39",1
"8564","SU93","Species 39",2
"8565","SO02","Species 39",1
"8567","SN79","Species 39",1
"8568","SU93","Species 39",1
"8569","SJ54","Species 34",2
"8571","SU92","Species 39",2
"8578","NO49","Species 18",1
"8579","SO77","Species 39",2
"8583","SN79","Species 39",2
"8585","SO09","Species 39",2
"8589","SS63","Species 39",2
"8595","SX46","Species 39",1
"8596","TQ16","Species 34",1
"8598","SO77","Species 39",1
"8599","SO41","Species 39",1
"8601","NY75","Species 39",1
"8605","SN55","Species 39",1
"8607","SO09","Species 39",2
"8610","SS79","Species 39",1
"8611","NZ13","Species 39",1
"8612","SS32","Species 39",1
"8613","SN57","Species 39",1
"8614","SO32","Species 34",2
"8616","SK38","Species 39",1
"8617","SJ60","Species 39",2
"8618","SS79","Species 39",2
"8619","SO05","Species 39",1
"8620","ST40","Species 34",1
"8621","SN83","Species 39",2
"8622","SO22","Species 39",2
"8623","SN42","Species 39",2
"8628","TL12","Species 34",2
"8630","ST60","Species 39",2
"8632","SH61","Species 39",2
"8633","SU94","Species 39",2
"8634","NZ15","Species 39",1
"8636","SU93","Species 39",1
"8638","SN84","Species 39",2
"8639","SJ20","Species 39",1
"8640","SH72","Species 39",2
"8644","SU94","Species 39",2
"8646","NY13","Species 34",2
"8647","SH67","Species 39",2
"8648","SO47","Species 39",1
"8649","SN79","Species 39",1
"8650","NZ15","Species 39",1
"8651","SO09","Species 39",2
"8652","SN62","Species 39",2
"8653","SU67","Species 34",1
"8654","SN79","Species 39",2
"8655","SN84","Species 39",2
"8658","SX48","Species 39",2
"8661","SX16","Species 39",1
"8663","SO51","Species 39",2
"8664","SN74","Species 39",2
"8666","SU94","Species 39",1
"8667","SN72","Species 39",1
"8668","SO61","Species 39",1
"8671","SN69","Species 39",1
"8672","SO04","Species 34",1
"8673","SO46","Species 39",2
"8675","SN62","Species 39",1
"8676","SK04","Species 39",2
"8678","SS64","Species 39",1
"8680","SU84","Species 39",2
"8683","ST50","Species 34",1
"8684","SX25","Species 39",1
"8685","SO51","Species 39",2
"8686","ST11","Species 39",1
"8688","SS22","Species 39",1
"8689","SO50","Species 39",2
"8690","SH61","Species 39",1
"8691","ST30","Species 39",1
"8694","SO04","Species 39",1
"8696","NY69","Species 39",2
"8697","SO22","Species 39",2
"8699","SO53","Species 39",1
"8702","SN79","Species 39",1
"8704","NY79","Species 39",2
"8705","NO49","Species 39",2
"8707","SH72","Species 39",2
"8716","SN14","Species 39",1
"8718","SS51","Species 39",1
"8719","SS22","Species 39",1
"8723","SN79","Species 39",2
"8724","SH67","Species 39",2
"8725","SN62","Species 39",2
"8726","SN67","Species 39",1
"8727","SS83","Species 39",2
"8729","TQ17","Species 34",2
"8731","SO60","Species 39",2
"8732","NY78","Species 39",2
"8735","SU93","Species 39",1
"8738","SN79","Species 39",1
"8739","SO34","Species 39",2
"8740","SO77","Species 39",1
"8741","SU20","Species 34",1
"8742","SX78","Species 39",2
"8746","SX78","Species 39",2
"8747","SH72","Species 39",2
"8749","SH92","Species 39",2
"8753","NZ15","Species 39",1
"8754","NY98","Species 39",2
"8755","SN79","Species 39",1
"8756","SN84","Species 39",2
"8759","TQ24","Species 39",2
"8760","SO47","Species 39",2
"8762","ST39","Species 39",1
"8763","SU93","Species 39",2
"8764","SO50","Species 39",1
"8765","SO04","Species 34",1
"8767","SU90","Species 39",1
"8771","SJ11","Species 39",1
"8772","SK38","Species 39",1
"8774","SK39","Species 39",1
"8775","ST40","Species 39",2
"8781","SH72","Species 39",2
"8783","SN69","Species 39",1
"8785","SY29","Species 39",1
"8787","SN72","Species 39",1
"8788","SH75","Species 39",2
"8794","NZ16","Species 39",1
"8796","SP90","Species 34",1
"8797","SO30","Species 39",1
"8798","SH46","Species 39",2
"8800","SO37","Species 39",1
"8801","SN74","Species 39",1
"8802","SH67","Species 39",1
"8805","SU93","Species 39",2
"8808","SH72","Species 39",2
"8811","NJ01","Species 39",1
"8812","SJ01","Species 39",2
"8813","SP01","Species 34",1
"8814","ST49","Species 39",2
"8815","SO61","Species 39",1
"8817","SN67","Species 39",1
"8819","SH71","Species 39",2
"8820","ST69","Species 39",2
"8821","SO06","Species 39",2
"8822","SN74","Species 39",2
"8823","SH61","Species 39",2
"8825","SJ23","Species 39",2
"8828","SX63","Species 41",2
"8830","SU33","Species 41",2
"8836","TQ77","Species 41",1
"8839","SU51","Species 41",1
"8840","SX54","Species 41",2
"8842","SX25","Species 41",1
"8843","SS43","Species 41",2
"8846","SY59","Species 41",1
"8848","SS53","Species 34",2
"8854","SN14","Species 34",1
"8856","TL90","Species 41",2
"8858","SU33","Species 41",2
"8862","TQ16","Species 34",1
"8874","SP37","Species 35",1
"8876","SU77","Species 35",2
"8877","SU76","Species 35",1
"8883","SU42","Species 35",2
"8886","SJ34","Species 34",2
"8887","SO14","Species 35",2
"8888","SU82","Species 35",2
"8891","SP12","Species 35",1
"8892","SP01","Species 35",1
"8893","SU97","Species 35",2
"8896","SN57","Species 35",2
"8901","SO30","Species 35",2
"8904","SO34","Species 35",1
"8905","SS74","Species 35",2
"8907","SN45","Species 35",2
"8909","SU73","Species 35",2
"8910","SH67","Species 35",2
"8914","SK51","Species 35",1
"8916","SO41","Species 35",2
"8917","TL19","Species 35",1
"8919","TQ17","Species 35",2
"8920","SK12","Species 35",2
"8923","SO46","Species 35",2
"8926","SO34","Species 35",1
"8927","TL18","Species 34",2
"8928","SU67","Species 35",1
"8929","SK66","Species 35",2
"8930","TF01","Species 35",1
"8935","TR16","Species 35",2
"8936","SX55","Species 35",2
"8942","SO65","Species 35",2
"8943","ST50","Species 34",2
"8944","TF10","Species 35",1
"8949","SP37","Species 34",1
"8950","SP48","Species 35",1
"8952","SO37","Species 35",1
"8956","SU66","Species 35",2
"8957","SU57","Species 35",2
"8958","SP37","Species 34",1
"8960","TG20","Species 35",1
"8968","ST03","Species 35",2
"8969","TM15","Species 35",2
"8970","SX55","Species 35",2
"8972","TL87","Species 35",1
"8974","SK50","Species 35",1
"8976","TL62","Species 35",2
"8977","TR05","Species 35",2
"8980","SU97","Species 35",1
"8981","NY86","Species 34",1
"8982","SJ51","Species 35",2
"8984","SO91","Species 35",2
"8986","TM15","Species 35",2
"8988","TM28","Species 35",1
"8995","TM14","Species 35",1
"8997","TL77","Species 35",1
"8998","SX78","Species 34",1
"8999","SU11","Species 35",2
"9000","TQ15","Species 35",2
"9001","SK50","Species 35",2
"9004","TQ01","Species 35",1
"9006","SK70","Species 34",2
"9010","TM13","Species 35",2
"9011","SK66","Species 35",2
"9012","SO09","Species 35",2
"9013","SK42","Species 35",2
"9021","SO84","Species 35",2
"9024","SO46","Species 35",2
"9029","SJ51","Species 35",2
"9031","SU67","Species 35",1
"9034","SO91","Species 35",2
"9037","SU89","Species 30",1
"9038","TQ41","Species 30",2
"9039","SO80","Species 30",2
"9040","SU58","Species 30",2
"9042","TQ75","Species 30",1
"9043","SU18","Species 30",2
"9045","ST38","Species 30",1
"9046","SU09","Species 30",2
"9047","ST98","Species 30",2
"9052","SU87","Species 30",2
"9054","ST38","Species 30",1
"9057","SJ23","Species 34",2
"9060","SU88","Species 30",2
"9061","SU87","Species 30",2
"9065","SO80","Species 30",2
"9066","ST85","Species 30",2
"9067","SU49","Species 30",2
"9071","SO32","Species 30",2
"9073","TL19","Species 30",2
"9074","SO84","Species 30",2
"9075","TL57","Species 30",2
"9077","TQ07","Species 30",1
"9079","SU78","Species 30",2
"9080","TL19","Species 30",2
"9081","SP61","Species 30",2
"9082","SU42","Species 30",2
"9088","SP79","Species 30",2
"9094","TQ96","Species 30",1
"9095","SP31","Species 30",1
"9097","TL57","Species 30",2
"9098","SU77","Species 30",2
"9099","TQ88","Species 30",1
"9101","NH70","Species 18",1
"9102","SS22","Species 34",1
"9103","SU66","Species 30",1
"9106","SU98","Species 30",1
"9108","SU89","Species 30",1
"9110","SU89","Species 30",1
"9113","SU89","Species 30",1
"9116","TQ59","Species 30",1
"9123","SU89","Species 30",1
"9127","TL44","Species 30",2
"9129","SO93","Species 30",1
"9132","TF10","Species 30",1
"9135","SU46","Species 30",1
"9139","TL36","Species 30",2
"9141","TL24","Species 30",2
"9142","SO30","Species 34",2
"9144","SO93","Species 30",2
"9146","SO51","Species 30",1
"9147","SP30","Species 30",2
"9148","SK90","Species 30",2
"9149","SP41","Species 30",2
"9150","SE98","Species 34",2
"9151","TQ56","Species 30",1
"9152","SU87","Species 30",2
"9155","SU46","Species 30",1
"9156","TF00","Species 30",2
"9160","TQ15","Species 7",1
"9162","SO73","Species 7",2
"9166","SU56","Species 7",1
"9182","SU94","Species 7",2
"9183","SU66","Species 7",2
"9188","SE71","Species 7",1
"9194","TM14","Species 7",1
"9196","SX78","Species 34",2
"9214","TQ15","Species 7",1
"9222","TQ05","Species 7",1
"9233","TL27","Species 7",2
"9238","TF01","Species 7",1
"9245","SU97","Species 7",1
"9260","SE58","Species 47",1
"9261","SU83","Species 34",1
"9262","SU32","Species 47",1
"9264","NO49","Species 47",1
"9265","SU83","Species 47",1
"9275","ST84","Species 34",2
"9283","NH91","Species 47",1
"9292","SP27","Species 14",2
"9293","SO16","Species 14",2
"9297","NY25","Species 14",1
"9299","SK71","Species 14",2
"9302","NO15","Species 14",1
"9307","SE08","Species 14",1
"9309","TL62","Species 14",2
"9310","SN57","Species 14",2
"9311","TF10","Species 14",2
"9312","SE99","Species 14",1
"9313","SH67","Species 14",2
"9314","SE68","Species 14",2
"9317","SK81","Species 14",1
"9322","SU30","Species 14",1
"9323","SP07","Species 14",1
"9326","SO96","Species 14",1
"9328","SS22","Species 34",1
"9331","SK70","Species 14",1
"9333","SJ35","Species 14",2
"9334","SE99","Species 14",1
"9336","SO09","Species 34",2
"9337","SZ68","Species 14",1
"9338","TM35","Species 14",1
"9341","SN79","Species 14",2
"9345","SP02","Species 14",2
"9346","SP58","Species 14",1
"9348","SP37","Species 14",1
"9350","SJ20","Species 14",2
"9351","SK81","Species 14",1
"9352","TQ06","Species 14",1
"9354","SE99","Species 14",1
"9356","SO32","Species 34",1
"9358","SE58","Species 14",1
"9364","SK17","Species 14",2
"9365","SO95","Species 14",2
"9367","NO15","Species 14",1
"9369","SN67","Species 14",1
"9371","NY25","Species 14",1
"9373","SP51","Species 14",1
"9374","SO93","Species 14",1
"9377","TQ55","Species 34",2
"9381","SP44","Species 14",1
"9389","SO12","Species 14",2
"9391","SN79","Species 14",2
"9393","SP03","Species 14",1
"9394","SO72","Species 14",1
"9395","TL17","Species 14",2
"9399","TL09","Species 14",2
"9402","TM13","Species 14",2
"9403","SN62","Species 34",1
"9405","SP80","Species 14",1
"9408","TR16","Species 14",1
"9411","SJ23","Species 14",2
"9412","SU90","Species 14",1
"9420","NH90","Species 14",1
"9422","SP21","Species 34",1
"9424","SU88","Species 14",2
"9426","SH75","Species 14",2
"9429","SX15","Species 34",2
"9431","SK90","Species 14",2
"9434","TM13","Species 14",2
"9435","NS84","Species 14",1
"9437","TL28","Species 14",2
"9441","SK51","Species 14",2
"9443","SO86","Species 34",2
"9444","SP80","Species 14",1
"9447","SO22","Species 34",2
"9450","TA14","Species 14",1
"9455","SU82","Species 14",2
"9456","SK60","Species 14",1
"9457","SP37","Species 14",1
"9463","SU96","Species 14",2
"9467","TQ27","Species 29",2
"9469","ST44","Species 29",2
"9470","SU21","Species 29",1
"9475","TM13","Species 29",2
"9476","SU22","Species 29",1
"9481","NZ16","Species 29",1
"9483","SY89","Species 29",1
"9488","SO34","Species 29",1
"9490","SU31","Species 29",2
"9491","TM15","Species 29",2
"9492","TQ78","Species 29",1
"9494","SO50","Species 29",2
"9498","SO84","Species 29",2
"9499","TL72","Species 29",1
"9506","SP03","Species 29",2
"9508","TM18","Species 29",1
"9510","ST65","Species 29",1
"9516","SP27","Species 29",1
"9519","ST59","Species 29",2
"9521","SU22","Species 29",1
"9526","SK80","Species 34",2
"9529","ST45","Species 29",1
"9531","SU20","Species 29",1
"9532","TQ65","Species 29",1
"9535","SN57","Species 29",2
"9536","TL57","Species 29",1
"9537","SD48","Species 29",2
"9541","SK48","Species 34",1
"9542","SS84","Species 29",2
"9543","TL19","Species 29",2
"9544","ST53","Species 29",2
"9545","SP37","Species 29",1
"9547","SU76","Species 29",2
"9551","TR15","Species 29",1
"9552","TQ49","Species 29",2
"9555","ST44","Species 29",1
"9562","SU76","Species 29",2
"9566","SO94","Species 29",1
"9567","SS58","Species 29",2
"9569","SU91","Species 29",2
"9571","TQ76","Species 29",1
"9573","TQ01","Species 29",1
"9577","SP37","Species 29",1
"9581","SN52","Species 29",2
"9582","SX77","Species 34",2
"9583","SU20","Species 29",2
"9584","SU98","Species 29",1
"9586","TL57","Species 29",1
"9589","TQ06","Species 29",1
"9596","SS59","Species 29",2
"9597","ST45","Species 29",1
"9600","TQ05","Species 29",1
"9601","TQ27","Species 29",2
"9603","SH56","Species 29",2
"9604","TL57","Species 29",2
"9610","TM15","Species 29",1
"9611","SJ23","Species 29",2
"9619","SY79","Species 29",2
"9622","SO09","Species 29",1
"9623","TL78","Species 29",1
"9624","ST43","Species 29",1
"9628","SZ38","Species 29",2
"9629","SE99","Species 29",1
"9630","TL17","Species 34",1
"9631","SO09","Species 29",1
"9634","TQ05","Species 29",2
"9638","SO37","Species 34",1
"9641","TL88","Species 29",1
"9644","TM14","Species 29",1
"9646","SN68","Species 29",1
"9647","SO12","Species 29",2
"9651","SU24","Species 34",2
"9654","ST07","Species 34",1
"9656","SS59","Species 29",2
"9657","TQ67","Species 29",1
"9658","SO77","Species 29",1
"9659","SO41","Species 29",2
"9661","SX64","Species 29",1
"9663","SU84","Species 29",2
"9664","SO30","Species 29",2
"9670","SH61","Species 29",2
"9672","ST24","Species 29",2
"9673","SH77","Species 29",2
"9674","SH61","Species 29",2
"9680","TM15","Species 29",1
"9681","TF20","Species 29",2
"9683","TQ44","Species 29",1
"9684","SO61","Species 29",2
"9685","TM14","Species 29",1
"9687","SO14","Species 29",2
"9693","SO30","Species 29",2
"9696","ST46","Species 29",1
"9699","SP21","Species 29",2
"9708","SO77","Species 34",1
"9713","SZ19","Species 21",1
"9714","SU30","Species 21",1
"9719","SU98","Species 21",1
"9722","SU73","Species 21",2
"9725","TG31","Species 21",2
"9740","SX05","Species 21",1
"9744","SU30","Species 21",2
"9745","SS71","Species 34",2
"9748","SU11","Species 21",1
"9755","SJ14","Species 21",1
"9760","SO94","Species 34",1
"9763","SO30","Species 21",2
"9772","TQ05","Species 21",1
"9775","SU94","Species 21",2
"9787","TL17","Species 34",2
"9788","TL98","Species 32",1
"9790","TL79","Species 32",2
"9791","SX73","Species 32",2
"9794","TQ17","Species 32",1
"9795","SU21","Species 32",2
"9796","TL88","Species 32",1
"9797","TR01","Species 32",1
"9798","TL03","Species 32",2
"9803","TL91","Species 32",2
"9804","SX64","Species 32",2
"9806","TL86","Species 32",2
"9808","SU70","Species 32",1
"9810","TQ88","Species 32",1
"9813","SW87","Species 32",2
"9815","SZ19","Species 32",1
"9816","SY67","Species 32",1
"9821","TM03","Species 32",2
"9824","SY49","Species 32",2
"9827","TQ91","Species 32",1
"9829","TL90","Species 32",1
"9831","TQ88","Species 32",1
"9832","TM04","Species 32",2
"9833","TQ06","Species 32",2
"9835","SU87","Species 32",2
"9836","TM13","Species 32",2
"9837","TM28","Species 32",1
"9838","SU56","Species 32",2
"9841","TM15","Species 32",1
"9843","SX63","Species 32",2
"9846","TM13","Species 32",2
"9847","SY98","Species 32",2
"9852","SU31","Species 32",2
"9853","SX25","Species 32",1
"9854","SU77","Species 32",2
"9857","SO12","Species 34",2
"9866","TL86","Species 32",2
"9867","SZ59","Species 32",2
"9868","SY88","Species 32",2
"9873","TF70","Species 32",2
"9874","TQ26","Species 32",2
"9875","SX63","Species 32",2
"9876","TL29","Species 32",2
"9878","TM02","Species 32",2
"9879","SP37","Species 34",1
"9888","SX63","Species 32",2
"9889","TL62","Species 32",2
"9890","TM45","Species 32",1
"9897","SU51","Species 34",1
"9898","TQ89","Species 32",1
"9902","SO65","Species 34",1
"9908","TL88","Species 32",2
"9912","SO94","Species 32",2
"9913","SY98","Species 32",2
"9914","SU70","Species 32",2
"9915","SU94","Species 32",2
"9918","SU49","Species 32",2
"9921","SZ29","Species 32",1
"9922","SU86","Species 32",2
"9923","SX54","Species 32",2
"9926","TR01","Species 32",1
"9935","TL86","Species 32",2
"9936","SZ79","Species 32",1
"9937","TL87","Species 32",1
"9939","TM03","Species 32",2
"9940","SW87","Species 32",2
"9944","SP50","Species 32",2
"9949","TM13","Species 32",2
"9951","TQ87","Species 32",1
"9958","TR26","Species 32",1
"9961","TL78","Species 32",2
"9965","TQ77","Species 32",1
"9972","TL77","Species 32",1
"9974","TQ27","Species 32",2
"9975","SP37","Species 34",1
"9976","SU51","Species 32",2
"9978","TL22","Species 32",2
"9986","SN96","Species 11",1
"9987","SN96","Species 11",1
"9988","SO27","Species 11",1
"9990","TQ56","Species 34",1
"9993","SO06","Species 11",1
"9994","SN96","Species 11",1
"9995","SO41","Species 34",2
"9996","SO07","Species 11",2
"9999","SO05","Species 11",1
"10000","SN96","Species 11",1
